,DSC1
0,0.018487511202692986
1,0.04075628146529198
2,0.08446988463401794
3,0.12132932245731354
4,0.1622476577758789
5,0.2046688348054886
6,0.26785603165626526
7,0.33887186646461487
8,0.38072776794433594
9,0.4123176336288452
10,0.43582385778427124
11,0.4427410960197449
12,0.4593733251094818
13,0.46043872833251953
14,0.46804696321487427
15,0.46872270107269287
16,0.47878390550613403
17,0.4984317123889923
18,0.5213358402252197
19,0.5236474275588989
20,0.5355222821235657
21,0.5448617935180664
22,0.5643623471260071
23,0.5587084889411926
24,0.4916074573993683
25,0.552016019821167
26,0.5855351686477661
27,0.6038950681686401
28,0.6343965530395508
29,0.621490478515625
30,0.58423912525177
31,0.627960205078125
32,0.6336582899093628
33,0.6518979668617249
34,0.6523730754852295
35,0.5909566283226013
36,0.6400607228279114
37,0.6584956645965576
38,0.6801734566688538
39,0.6948378682136536
40,0.6465233564376831
41,0.6601978540420532
42,0.7011460065841675
43,0.7118804454803467
44,0.6838476657867432
45,0.6940821409225464
46,0.7227268218994141
47,0.7174822688102722
48,0.7231011390686035
49,0.7285341620445251
50,0.7132088541984558
51,0.7109675407409668
52,0.6809484362602234
53,0.7282751798629761
54,0.7195225358009338
55,0.7165855169296265
56,0.7104631662368774
57,0.7301906943321228
58,0.7223905324935913
59,0.7157043814659119
60,0.6161926984786987
61,0.6674150824546814
62,0.7041002511978149
63,0.7279756665229797
64,0.7370715737342834
65,0.7347081303596497
66,0.7398751974105835
67,0.7382084131240845
68,0.7288379073143005
69,0.7101145386695862
70,0.7361536622047424
71,0.7421808838844299
72,0.7479342222213745
73,0.723284125328064
74,0.6939906477928162
75,0.7431021928787231
76,0.7502095699310303
77,0.7505851984024048
78,0.7495830059051514
79,0.7489315867424011
80,0.7494074106216431
81,0.7504359483718872
82,0.7498883008956909
83,0.7505518198013306
84,0.7496580481529236
85,0.7522023320198059
86,0.7530151009559631
87,0.7512088418006897
88,0.7522171139717102
89,0.7544282674789429
90,0.7520754337310791
91,0.753882110118866
92,0.7512717843055725
93,0.7538939714431763
94,0.7515586018562317
95,0.7437263131141663
96,0.7428940534591675
97,0.7549161911010742
98,0.7559958100318909
99,0.7577044367790222
100,0.7580390572547913
101,0.7583537101745605
102,0.7556535601615906
103,0.7532138228416443
104,0.755635142326355
105,0.7532720565795898
106,0.7545958757400513
107,0.7509105205535889
108,0.7528668642044067
109,0.7547817230224609
110,0.752564549446106
111,0.7549216747283936
112,0.756990909576416
113,0.752709150314331
114,0.7572426199913025
115,0.7546114325523376
116,0.7529096007347107
117,0.7503274083137512
118,0.7545283436775208
119,0.7553606033325195
120,0.756230890750885
121,0.7569200992584229
122,0.7559951543807983
123,0.7534430027008057
124,0.7297534346580505
125,0.746743381023407
126,0.7543172240257263
127,0.7549979090690613
128,0.753233015537262
129,0.7532135844230652
130,0.7536290884017944
131,0.7552653551101685
132,0.7548975944519043
133,0.7546511292457581
134,0.7529234886169434
135,0.7544982433319092
136,0.7552024722099304
137,0.7536139488220215
138,0.7565217614173889
139,0.753941535949707
140,0.7542687058448792
141,0.7552402019500732
142,0.7531028389930725
143,0.7315967679023743
144,0.7443192005157471
145,0.7546404600143433
146,0.7556852102279663
147,0.7546149492263794
148,0.7532631754875183
149,0.7542051672935486
150,0.7547089457511902
151,0.7544288039207458
152,0.7548162341117859
153,0.7543395161628723
154,0.7544663548469543
155,0.7547038793563843
156,0.7553393840789795
157,0.7546484470367432
158,0.7550415992736816
159,0.7543185353279114
160,0.754509449005127
161,0.7536330819129944
162,0.7544324994087219
163,0.7542898654937744
164,0.7548612952232361
165,0.7541394233703613
166,0.7548336386680603
167,0.7547625303268433
168,0.7545050382614136
169,0.7556316256523132
170,0.7545894384384155
171,0.7544386982917786
172,0.7544808983802795
173,0.7556159496307373
174,0.7548049688339233
175,0.7543699741363525
176,0.7552745938301086
177,0.7550212144851685
178,0.7554818987846375
179,0.7547500133514404
180,0.7551853656768799
181,0.7552642822265625
182,0.7552028894424438
183,0.7548152804374695
184,0.7545151710510254
185,0.7540133595466614
186,0.7554460763931274
187,0.7552165389060974
188,0.7549893856048584
189,0.7536200881004333
190,0.7547946572303772
191,0.7562029361724854
192,0.7544494271278381
193,0.7546826004981995
194,0.7552646994590759
195,0.7541229724884033
196,0.7542901635169983
197,0.7548043131828308
198,0.754072904586792
199,0.7555248141288757
200,0.7527965903282166
201,0.752726137638092
202,0.7539497017860413
203,0.7532966732978821
204,0.7544589638710022
205,0.7540833950042725
206,0.7541077733039856
207,0.7545674443244934
208,0.7551588416099548
209,0.755623996257782
210,0.7544775009155273
211,0.7538954019546509
212,0.7544675469398499
213,0.7545458078384399
214,0.754182755947113
215,0.7547513246536255
216,0.7554560899734497
217,0.75205397605896
218,0.7565671801567078
219,0.7549574971199036
220,0.755618691444397
221,0.7546502947807312
222,0.7546951174736023
223,0.7552643418312073
224,0.7552057504653931
225,0.7545818090438843
226,0.7547585368156433
227,0.7549921870231628
228,0.7547659277915955
229,0.7542201280593872
230,0.7543672323226929
231,0.7541487812995911
232,0.7544398903846741
233,0.7539195418357849
234,0.7544684410095215
235,0.7544800639152527
236,0.7539443969726562
237,0.7544647455215454
238,0.7540197372436523
239,0.7541552186012268
240,0.7543330788612366
241,0.7541160583496094
242,0.7543677687644958
243,0.7542411088943481
244,0.7539058327674866
245,0.7541482448577881
246,0.7538658976554871
247,0.7539882063865662
248,0.7541137337684631
249,0.7539500594139099
250,0.7536391615867615
251,0.7545183300971985
252,0.7538554668426514
253,0.7537283301353455
254,0.7541237473487854
255,0.7542135119438171
256,0.7539865970611572
257,0.7540013790130615
258,0.753753125667572
259,0.7537600994110107
260,0.753652811050415
261,0.7540000677108765
262,0.7538605332374573
263,0.7540087103843689
264,0.7540838718414307
265,0.7540180683135986
266,0.7540428042411804
267,0.7540881633758545
268,0.753788948059082
269,0.7543244361877441
270,0.7540748119354248
271,0.7538712024688721
272,0.7542823553085327
273,0.7538401484489441
274,0.7537288069725037
275,0.7540292143821716
276,0.754145622253418
277,0.7543059587478638
278,0.7538455724716187
279,0.7538682818412781
280,0.7536426186561584
281,0.7539363503456116
282,0.7536869049072266
283,0.7538004517555237
284,0.7532393932342529
285,0.7539098858833313
286,0.7537303566932678
287,0.7541210055351257
288,0.7537475228309631
