,DSC1
0,0.7957907915115356
1,0.7957906723022461
2,0.7957906723022461
3,0.7957906723022461
4,0.7957905530929565
5,0.7957907319068909
6,0.7957907915115356
7,0.7957907915115356
8,0.7957907915115356
9,0.7957906723022461
10,0.7957907915115356
11,0.7957907319068909
12,0.7957906126976013
13,0.7957906723022461
14,0.7957907319068909
15,0.7957906126976013
16,0.7957906126976013
17,0.7957905530929565
18,0.7957906723022461
19,0.7957907319068909
20,0.7957906126976013
21,0.7957905530929565
22,0.7957907319068909
23,0.7957907915115356
24,0.7957907319068909
25,0.7957906126976013
26,0.7957904934883118
27,0.7957904934883118
28,0.7957906126976013
29,0.7957907319068909
30,0.7957906126976013
31,0.7957907319068909
32,0.7957907319068909
33,0.7957906126976013
34,0.7957907915115356
35,0.7957906723022461
36,0.7957906723022461
37,0.7957904934883118
38,0.7957906723022461
39,0.7957906723022461
40,0.7957907319068909
41,0.7957906723022461
42,0.7957906723022461
43,0.7957907915115356
44,0.7957906126976013
45,0.7957907319068909
46,0.7957907915115356
47,0.7957906723022461
48,0.7957905530929565
49,0.7957906126976013
50,0.7957907319068909
51,0.7957907319068909
52,0.7957907915115356
53,0.7957906126976013
54,0.7957906723022461
55,0.7957906126976013
56,0.7957904934883118
57,0.7957906723022461
58,0.7957906126976013
59,0.7957907319068909
60,0.7957906723022461
61,0.7957906723022461
62,0.7957905530929565
63,0.7957906723022461
64,0.7957907319068909
65,0.7957906723022461
66,0.7957906723022461
67,0.7957906723022461
68,0.7957906723022461
69,0.7957907319068909
70,0.7957906723022461
71,0.7957906126976013
72,0.7957907319068909
73,0.7957906723022461
74,0.7957907319068909
75,0.7957905530929565
76,0.7957907915115356
77,0.7957906126976013
78,0.7957906126976013
79,0.7957907319068909
80,0.7957904934883118
81,0.7957906723022461
82,0.7957907319068909
83,0.7957907915115356
84,0.7957906126976013
85,0.7957906126976013
86,0.7957906723022461
87,0.7957906126976013
88,0.7957906723022461
89,0.7957906126976013
90,0.7957905530929565
91,0.7957906126976013
92,0.7957906723022461
93,0.7957907915115356
94,0.7957907319068909
95,0.7957906723022461
96,0.7957907319068909
97,0.7957906126976013
98,0.7957907319068909
99,0.7957906723022461
100,0.7957905530929565
101,0.7957906126976013
102,0.7957906126976013
103,0.7957905530929565
104,0.7957907319068909
105,0.7957907319068909
106,0.7957906126976013
107,0.7957907915115356
108,0.7957906126976013
109,0.7957907319068909
110,0.7957906126976013
111,0.7957907319068909
112,0.7957907915115356
113,0.7957906723022461
114,0.7957907319068909
115,0.7957907319068909
116,0.7957905530929565
117,0.7957906126976013
118,0.7957907319068909
119,0.7957907915115356
120,0.7957906723022461
121,0.7957906126976013
122,0.7957906126976013
123,0.7957906723022461
124,0.7957905530929565
125,0.7957906723022461
126,0.7957905530929565
127,0.7957906723022461
128,0.7957905530929565
129,0.7957906126976013
130,0.7957906723022461
131,0.7957906723022461
132,0.7957906723022461
133,0.7957904934883118
134,0.7957906723022461
135,0.7957906723022461
136,0.7957907319068909
137,0.7957906723022461
138,0.7957906126976013
139,0.7957907915115356
140,0.7957907319068909
141,0.7957906723022461
142,0.7957907319068909
143,0.7957907319068909
144,0.7957907915115356
145,0.7957906126976013
146,0.7957906723022461
147,0.7957906723022461
148,0.7957907915115356
149,0.7957906723022461
150,0.7957907915115356
151,0.7957906723022461
152,0.7957907915115356
153,0.7957907319068909
154,0.7957907319068909
155,0.7957906723022461
156,0.7957907319068909
157,0.7957907319068909
158,0.7957906723022461
159,0.7957907915115356
160,0.7957906723022461
161,0.7957907319068909
162,0.7957906723022461
163,0.7957907915115356
164,0.7957907319068909
165,0.7957907319068909
166,0.7957906723022461
167,0.7957905530929565
168,0.7957907319068909
169,0.7957907319068909
170,0.7957906126976013
171,0.7957907319068909
172,0.7957907319068909
173,0.7957906126976013
174,0.7957905530929565
175,0.7957906126976013
176,0.7957907319068909
177,0.7957905530929565
178,0.7957906723022461
179,0.7957907319068909
180,0.7957906723022461
181,0.7957907319068909
182,0.7957906126976013
183,0.7957906126976013
184,0.7957906126976013
185,0.7957906126976013
186,0.7957906126976013
187,0.7957906126976013
188,0.7957906126976013
189,0.7957906723022461
190,0.7957906723022461
191,0.7957906723022461
192,0.7957906723022461
193,0.7957907319068909
194,0.7957906723022461
195,0.7957907319068909
196,0.7957906723022461
197,0.7957906126976013
198,0.7957906723022461
199,0.7957905530929565
200,0.7957906723022461
201,0.7957906723022461
202,0.7957906126976013
203,0.7957907915115356
204,0.7957907319068909
205,0.7957906723022461
206,0.7957906723022461
207,0.7957906723022461
208,0.7957906126976013
209,0.7957906126976013
210,0.7957906126976013
211,0.7957906126976013
212,0.7957906126976013
213,0.7957906723022461
214,0.7957905530929565
215,0.7957906126976013
216,0.7957907915115356
217,0.7957907319068909
218,0.7957907915115356
219,0.7957906126976013
220,0.7957907319068909
221,0.7957907319068909
222,0.7957906723022461
223,0.7957907319068909
224,0.7957905530929565
225,0.7957907319068909
226,0.7957906126976013
227,0.7957907319068909
228,0.7957907319068909
229,0.7957906723022461
230,0.7957906723022461
231,0.7957907915115356
232,0.7957908511161804
233,0.7957907915115356
234,0.7957907319068909
235,0.7957906723022461
236,0.7957906723022461
237,0.7957907319068909
238,0.7957906723022461
239,0.7957907915115356
240,0.7957905530929565
241,0.7957907915115356
242,0.7957907915115356
243,0.7957906126976013
244,0.7957907319068909
245,0.7957906723022461
246,0.7957905530929565
247,0.7957907915115356
248,0.7957906723022461
249,0.7957906126976013
