,tra_3d_dice_DSC1,tra_gc_dice_DSC1,tra_sz_dice_DSC1,val_2d_dice_DSC1,val_3d_dice_DSC1
0,0.019397661089897156,2.772168128731267e-12,0.016296889632940292,0.02145325019955635,0.02130928449332714
1,0.030190980061888695,2.7721683455717017e-12,0.026100730523467064,0.04226277396082878,0.04405687004327774
2,0.045910242944955826,2.7721683455717017e-12,0.0447675995528698,0.025584101676940918,0.03401286154985428
3,0.02266056276857853,2.772168128731267e-12,0.08373720198869705,0.04024685546755791,0.02381753735244274
4,0.010341226123273373,2.7721683455717017e-12,0.1399969458580017,0.08888833969831467,0.0037744410801678896
5,0.0012923604808747768,2.7721683455717017e-12,0.18823757767677307,0.15202142298221588,0.0022622363176196814
6,0.00028755655512213707,2.772168128731267e-12,0.2322721779346466,0.16591167449951172,0.00017827442206908017
7,0.00014546288002748042,2.7721683455717017e-12,0.27742427587509155,0.15625092387199402,0.0007217144011519849
8,8.718432945897803e-05,2.7721683455717017e-12,0.3064432740211487,0.12932221591472626,0.0013199225068092346
9,3.492200266919099e-05,2.7721679118908327e-12,0.33404651284217834,0.13654248416423798,0.0008831659215502441
10,1.9182247342541814e-05,2.772168128731267e-12,0.3545050323009491,0.13655121624469757,0.0008946608868427575
11,1.534196962893475e-05,2.772168128731267e-12,0.3654548227787018,0.16585533320903778,3.76931820937898e-05
12,1.7365391613566317e-05,2.7721683455717017e-12,0.3633401095867157,0.16585542261600494,3.776435551117174e-05
13,2.9794475722155767e-06,2.772168128731267e-12,0.3959095776081085,0.14614209532737732,0.00023908696311991662
14,3.6133590128883952e-06,2.7721683455717017e-12,0.4002671241760254,0.17080578207969666,3.1620711524738e-05
15,2.771854794303419e-12,2.772168562412136e-12,0.3944575786590576,0.17326731979846954,2.5141544662127258e-12
16,2.7717442056818253e-12,2.7721683455717017e-12,0.41077786684036255,0.1608910858631134,2.511671209556865e-12
17,2.7721271458891472e-12,2.7721683455717017e-12,0.429330050945282,0.15346534550189972,2.5028412502237085e-12
18,2.7721473120495554e-12,2.7721674782099637e-12,0.4292371869087219,0.15841583907604218,2.513757648217596e-12
19,2.7721646592843152e-12,2.772168128731267e-12,0.4115700125694275,0.18316830694675446,2.5151619068713993e-12
20,2.7721503478156384e-12,2.772168128731267e-12,0.4444543123245239,0.17574256658554077,2.5151725320526896e-12
21,2.7721683455717017e-12,2.7721683455717017e-12,0.45924800634384155,0.1683168262243271,2.5149316223299634e-12
22,2.7721683455717017e-12,2.7721683455717017e-12,0.45855847001075745,0.17326731979846954,2.514919696106066e-12
23,2.772167261369529e-12,2.772168128731267e-12,0.46115949749946594,0.17326731979846954,2.515069316005869e-12
24,0.0013477008324116468,2.7721687792525707e-12,0.45627811551094055,0.10426173359155655,0.004033265169709921
25,0.011872640810906887,2.7721679118908327e-12,0.4766444265842438,0.1328703910112381,0.014445808716118336
26,0.026467179879546165,2.7721683455717017e-12,0.4832814931869507,0.13356104493141174,0.023160239681601524
27,0.038699034601449966,2.7721683455717017e-12,0.48514682054519653,0.13908670842647552,0.022630678489804268
28,0.044653017073869705,2.7721683455717017e-12,0.47511255741119385,0.16860932111740112,0.0006411242648027837
29,0.01813208870589733,2.7721683455717017e-12,0.43077823519706726,0.10787240415811539,0.015225591138005257
30,0.03266269713640213,2.772168562412136e-12,0.4862982928752899,0.13180868327617645,0.031167401000857353
31,0.04828394576907158,2.7721679118908327e-12,0.49774980545043945,0.16216476261615753,0.035745300352573395
32,0.050147321075201035,2.772168128731267e-12,0.49802494049072266,0.13639385998249054,0.03906815126538277
33,0.06884356588125229,2.772168128731267e-12,0.49753937125205994,0.14742276072502136,0.030055880546569824
34,0.0757097601890564,2.7721683455717017e-12,0.5076746940612793,0.1565805971622467,0.03647751733660698
35,0.05562984198331833,2.7721683455717017e-12,0.49000704288482666,0.15325303375720978,0.04113524779677391
36,0.04291471466422081,2.7721679118908327e-12,0.49042022228240967,0.12007878720760345,0.0015550124226137996
37,0.002497920533642173,2.7721683455717017e-12,0.5070565938949585,0.1585707664489746,0.0002522490394767374
38,0.0002272917772643268,2.772168562412136e-12,0.5097496509552002,0.17824025452136993,3.4409411455271766e-05
39,8.954567601904273e-05,2.7721687792525707e-12,0.5139040350914001,0.17824533581733704,3.8506648706970736e-05
40,4.9714784836396575e-05,2.7721679118908327e-12,0.5163716673851013,0.18318353593349457,3.568761530914344e-05
41,2.77216682768866e-12,2.7721683455717017e-12,0.5122958421707153,0.18316830694675446,2.515323236154665e-12
42,2.7721683455717017e-12,2.7721683455717017e-12,0.4799089729785919,0.18316830694675446,2.515323236154665e-12
43,2.772168128731267e-12,2.772168128731267e-12,0.5121206045150757,0.18316830694675446,2.515323236154665e-12
44,2.772168128731267e-12,2.772168128731267e-12,0.5319940447807312,0.18316830694675446,2.515323236154665e-12
45,2.7721683455717017e-12,2.7721683455717017e-12,0.5360769033432007,0.18316830694675446,2.515323236154665e-12
46,2.7721683455717017e-12,2.7721683455717017e-12,0.5295524597167969,0.18316830694675446,2.515323236154665e-12
47,2.7721679118908327e-12,2.7721679118908327e-12,0.5207968354225159,0.18316830694675446,2.515323236154665e-12
48,2.7721683455717017e-12,2.7721683455717017e-12,0.5240527391433716,0.18316830694675446,2.515323236154665e-12
49,2.7721683455717017e-12,2.7721683455717017e-12,0.5563913583755493,0.18316830694675446,2.515323236154665e-12
50,2.772168128731267e-12,2.772168128731267e-12,0.5603298544883728,0.18316830694675446,2.515323236154665e-12
51,2.7721683455717017e-12,2.7721683455717017e-12,0.5628992319107056,0.18316830694675446,2.515323236154665e-12
52,2.7721683455717017e-12,2.7721683455717017e-12,0.5634039640426636,0.18316830694675446,2.515323236154665e-12
53,2.7721683455717017e-12,2.7721683455717017e-12,0.5552210807800293,0.18316830694675446,2.515323236154665e-12
54,2.7721683455717017e-12,2.7721683455717017e-12,0.5685721635818481,0.18316830694675446,2.515323236154665e-12
55,2.7721683455717017e-12,2.7721683455717017e-12,0.5795317888259888,0.18316830694675446,2.515323236154665e-12
56,2.772168128731267e-12,2.772168128731267e-12,0.5886843800544739,0.18316830694675446,2.515323236154665e-12
57,2.7721683455717017e-12,2.7721683455717017e-12,0.5831969976425171,0.18316830694675446,2.515323236154665e-12
58,2.772168128731267e-12,2.772168128731267e-12,0.5675789713859558,0.18316830694675446,2.515323236154665e-12
59,2.772168128731267e-12,2.772168128731267e-12,0.5332568883895874,0.18316830694675446,2.515323236154665e-12
60,2.7721683455717017e-12,2.7721683455717017e-12,0.5718938112258911,0.18316830694675446,2.515323236154665e-12
61,2.7721683455717017e-12,2.7721683455717017e-12,0.580851674079895,0.18316830694675446,2.515323236154665e-12
62,2.7721683455717017e-12,2.7721683455717017e-12,0.5653629899024963,0.18316830694675446,2.515323236154665e-12
63,2.7721683455717017e-12,2.7721683455717017e-12,0.5904523134231567,0.18316830694675446,2.515323236154665e-12
64,2.7721683455717017e-12,2.7721683455717017e-12,0.5875003337860107,0.18316830694675446,2.515323236154665e-12
65,0.3533916175365448,2.7721683455717017e-12,0.584638774394989,0.40410974621772766,0.48862239718437195
66,0.5499092936515808,2.7721683455717017e-12,0.5814908146858215,0.40179139375686646,0.5095862150192261
67,0.5646486282348633,2.7721683455717017e-12,0.5908180475234985,0.39381930232048035,0.5030058026313782
68,0.5759917497634888,2.7721683455717017e-12,0.5948825478553772,0.3825758993625641,0.47728070616722107
69,0.5801050662994385,2.772168562412136e-12,0.5994971394538879,0.3815690577030182,0.4844718873500824
