opt,name,kernal_size,lamda,sigma,dilation_level,fd
513,prostate,3,0.1,0.1,5,0.42127545267825817
514,prostate,3,0.1,0.1,7,0.4800701655381452
515,prostate,3,0.1,0.1,9,0.510394160072194
516,prostate,3,0.1,0.1,12,0.5205311870005336
517,prostate,3,0.1,0.1,14,0.5186159180308055
518,prostate,3,1.0,0.1,0,0.29317607797706163
519,prostate,3,1.0,0.1,3,0.37674352708569564
520,prostate,3,1.0,0.1,5,0.42127545267825817
521,prostate,3,1.0,0.1,7,0.4800701655381452
522,prostate,3,1.0,0.1,9,0.5103946041091653
523,prostate,3,1.0,0.1,12,0.5205309988723453
524,prostate,3,1.0,0.1,14,0.5186159707764619
525,prostate,3,2.0,0.1,0,0.29317607797706163
526,prostate,3,2.0,0.1,3,0.37674352708569564
527,prostate,3,2.0,0.1,5,0.42127545267825817
528,prostate,3,2.0,0.1,7,0.4800701655381452
529,prostate,3,2.0,0.1,9,0.5103946041091653
530,prostate,3,2.0,0.1,12,0.5205309988723453
531,prostate,3,2.0,0.1,14,0.5186159707764619
532,prostate,3,5.0,0.1,0,0.29317607797706163
533,prostate,3,5.0,0.1,3,0.37674352708569564
534,prostate,3,5.0,0.1,5,0.42127545267825817
535,prostate,3,5.0,0.1,7,0.4800701655381452
536,prostate,3,5.0,0.1,9,0.5103946041091653
537,prostate,3,5.0,0.1,12,0.5205310800938232
538,prostate,3,5.0,0.1,14,0.5186159707764619
539,prostate,3,10.0,0.1,0,0.29317607797706163
540,prostate,3,10.0,0.1,3,0.37674352708569564
541,prostate,3,10.0,0.1,5,0.42127545267825817
542,prostate,3,10.0,0.1,7,0.4800701655381452
543,prostate,3,10.0,0.1,9,0.5103946041091653
544,prostate,3,10.0,0.1,12,0.5205310800938232
545,prostate,3,10.0,0.1,14,0.5186159707764619
546,prostate,5,0.0,0.1,0,0.29317607797706163
547,prostate,5,0.0,0.1,3,0.6770025145904832
548,prostate,5,0.0,0.1,5,0.8513409319307439
549,prostate,5,0.0,0.1,7,0.8015674863690674
550,prostate,5,0.0,0.1,9,0.6883796718358589
551,prostate,5,0.0,0.1,12,0.5361163659276773
552,prostate,5,0.0,0.1,14,0.45644296366613496
553,prostate,5,0.1,0.1,0,0.29317607797706163
554,prostate,5,0.1,0.1,3,0.377200853206851
555,prostate,5,0.1,0.1,5,0.4263332519137728
556,prostate,5,0.1,0.1,7,0.4866198982464453
557,prostate,5,0.1,0.1,9,0.5186344981091734
558,prostate,5,0.1,0.1,12,0.5286153938422817
559,prostate,5,0.1,0.1,14,0.5240464493507281
560,prostate,5,1.0,0.1,0,0.29317607797706163
561,prostate,5,1.0,0.1,3,0.377200853206851
562,prostate,5,1.0,0.1,5,0.4263332519137728
563,prostate,5,1.0,0.1,7,0.4866198982464453
564,prostate,5,1.0,0.1,9,0.5186344981091734
565,prostate,5,1.0,0.1,12,0.5286153938422817
566,prostate,5,1.0,0.1,14,0.5240464493507281
567,prostate,5,2.0,0.1,0,0.29317607797706163
568,prostate,5,2.0,0.1,3,0.377200853206851
569,prostate,5,2.0,0.1,5,0.4263332519137728
570,prostate,5,2.0,0.1,7,0.4866198982464453
571,prostate,5,2.0,0.1,9,0.5186344981091734
572,prostate,5,2.0,0.1,12,0.5286153938422817
573,prostate,5,2.0,0.1,14,0.5240464493507281
574,prostate,5,5.0,0.1,0,0.29317607797706163
575,prostate,5,5.0,0.1,3,0.377200853206851
576,prostate,5,5.0,0.1,5,0.4263332519137728
577,prostate,5,5.0,0.1,7,0.4866198982464453
578,prostate,5,5.0,0.1,9,0.5186344981091734
579,prostate,5,5.0,0.1,12,0.5286153938422817
580,prostate,5,5.0,0.1,14,0.5240464493507281
581,prostate,5,10.0,0.1,0,0.29317607797706163
582,prostate,5,10.0,0.1,3,0.377200853206851
583,prostate,5,10.0,0.1,5,0.4263332519137728
584,prostate,5,10.0,0.1,7,0.4866198982464453
585,prostate,5,10.0,0.1,9,0.5186344981091734
586,prostate,5,10.0,0.1,12,0.5286153938422817
587,prostate,5,10.0,0.1,14,0.5240464493507281
588,prostate,7,0.0,0.1,0,0.29317607797706163
589,prostate,7,0.0,0.1,3,0.6770025145904832
590,prostate,7,0.0,0.1,5,0.8513409319307439
591,prostate,7,0.0,0.1,7,0.8015674863690674
592,prostate,7,0.0,0.1,9,0.6883796718358589
593,prostate,7,0.0,0.1,12,0.5361163659276773
594,prostate,7,0.0,0.1,14,0.45644296366613496
595,prostate,7,0.1,0.1,0,0.29317607797706163
596,prostate,7,0.1,0.1,3,0.37283358811173056
597,prostate,7,0.1,0.1,5,0.4254165170251007
598,prostate,7,0.1,0.1,7,0.48326434449389494
599,prostate,7,0.1,0.1,9,0.5133655767916062
600,prostate,7,0.1,0.1,12,0.5232262455711276
601,prostate,7,0.1,0.1,14,0.5236139965742297
602,prostate,7,1.0,0.1,0,0.29317607797706163
603,prostate,7,1.0,0.1,3,0.37283358811173056
604,prostate,7,1.0,0.1,5,0.4254165170251007
605,prostate,7,1.0,0.1,7,0.48326434449389494
606,prostate,7,1.0,0.1,9,0.5133655767916062
607,prostate,7,1.0,0.1,12,0.5232262455711276
608,prostate,7,1.0,0.1,14,0.5236139965742297
609,prostate,7,2.0,0.1,0,0.29317607797706163
610,prostate,7,2.0,0.1,3,0.37283358811173056
611,prostate,7,2.0,0.1,5,0.4254165170251007
612,prostate,7,2.0,0.1,7,0.48326434449389494
613,prostate,7,2.0,0.1,9,0.5133655767916062
614,prostate,7,2.0,0.1,12,0.5232262455711276
615,prostate,7,2.0,0.1,14,0.5236139965742297
616,prostate,7,5.0,0.1,0,0.29317607797706163
617,prostate,7,5.0,0.1,3,0.37283358811173056
618,prostate,7,5.0,0.1,5,0.4254165170251007
619,prostate,7,5.0,0.1,7,0.48326434449389494
620,prostate,7,5.0,0.1,9,0.5133655767916062
621,prostate,7,5.0,0.1,12,0.5232262455711276
622,prostate,7,5.0,0.1,14,0.5236139965742297
623,prostate,7,10.0,0.1,0,0.29317607797706163
624,prostate,7,10.0,0.1,3,0.37283358811173056
625,prostate,7,10.0,0.1,5,0.4254165170251007
626,prostate,7,10.0,0.1,7,0.48326434449389494
627,prostate,7,10.0,0.1,9,0.5133655767916062
628,prostate,7,10.0,0.1,12,0.5232262455711276
629,prostate,7,10.0,0.1,14,0.5236139965742297
