opt,name,kernal_size,lamda,sigma,dilation_level,fd,arg_name,baseline
175,prostate,3,1.0,0.01,5,0.5489659835905292,name_prostate_kernal_size_3_lamda_1.0_sigma_0.01_dilation_level_5,0.45847151791175345
176,prostate,3,1.0,0.01,6,0.5677310518941854,name_prostate_kernal_size_3_lamda_1.0_sigma_0.01_dilation_level_6,0.45847151791175345
177,prostate,3,1.0,0.01,7,0.5860975339722857,name_prostate_kernal_size_3_lamda_1.0_sigma_0.01_dilation_level_7,0.45847151791175345
178,prostate,3,1.0,0.01,9,0.6233872387278723,name_prostate_kernal_size_3_lamda_1.0_sigma_0.01_dilation_level_9,0.45847151791175345
179,prostate,3,1.0,0.01,11,0.6584270494553065,name_prostate_kernal_size_3_lamda_1.0_sigma_0.01_dilation_level_11,0.45847151791175345
180,prostate,5,0.0,0.01,5,0.7182339180630348,name_prostate_kernal_size_5_lamda_0.0_sigma_0.01_dilation_level_5,0.45847151791175345
181,prostate,5,0.0,0.01,6,0.7579382396948425,name_prostate_kernal_size_5_lamda_0.0_sigma_0.01_dilation_level_6,0.45847151791175345
182,prostate,5,0.0,0.01,7,0.7885533701283061,name_prostate_kernal_size_5_lamda_0.0_sigma_0.01_dilation_level_7,0.45847151791175345
183,prostate,5,0.0,0.01,9,0.8211802169103894,name_prostate_kernal_size_5_lamda_0.0_sigma_0.01_dilation_level_9,0.45847151791175345
184,prostate,5,0.0,0.01,11,0.8196913868453408,name_prostate_kernal_size_5_lamda_0.0_sigma_0.01_dilation_level_11,0.45847151791175345
