opt,name,kernal_size,lamda,sigma,dilation_level,fd
497,cardiac,7,10.0,0.03,0,0.1869135328646839
498,cardiac,7,10.0,0.03,3,0.3983821203608564
499,cardiac,7,10.0,0.03,5,0.6309146051892226
500,cardiac,7,10.0,0.03,7,0.764699761183857
501,cardiac,7,10.0,0.03,9,0.7762930884962527
502,cardiac,7,10.0,0.03,12,0.7742945205859729
503,cardiac,7,10.0,0.03,14,0.7738595908391034
504,cardiac,3,0.0,0.1,0,0.1869135328646839
505,cardiac,3,0.0,0.1,3,0.6675447773248978
506,cardiac,3,0.0,0.1,5,0.7574114962797962
507,cardiac,3,0.0,0.1,7,0.6352669751818419
508,cardiac,3,0.0,0.1,9,0.4887029350204753
509,cardiac,3,0.0,0.1,12,0.34119565002572927
510,cardiac,3,0.0,0.1,14,0.2756869383445312
511,cardiac,3,0.1,0.1,0,0.1869135328646839
512,cardiac,3,0.1,0.1,3,0.28374452214792767
513,cardiac,3,0.1,0.1,5,0.3910579202404262
514,cardiac,3,0.1,0.1,7,0.46143916726212847
515,cardiac,3,0.1,0.1,9,0.46592685922075877
516,cardiac,3,0.1,0.1,12,0.46565092873160224
517,cardiac,3,0.1,0.1,14,0.4653865583086795
518,cardiac,3,1.0,0.1,0,0.1869135328646839
519,cardiac,3,1.0,0.1,3,0.28374452214792767
520,cardiac,3,1.0,0.1,5,0.3910579202404262
521,cardiac,3,1.0,0.1,7,0.46143916726212847
522,cardiac,3,1.0,0.1,9,0.46592685922075877
523,cardiac,3,1.0,0.1,12,0.46565092873160224
524,cardiac,3,1.0,0.1,14,0.4653865583086795
525,cardiac,3,2.0,0.1,0,0.1869135328646839
526,cardiac,3,2.0,0.1,3,0.28374452214792767
527,cardiac,3,2.0,0.1,5,0.3910579202404262
528,cardiac,3,2.0,0.1,7,0.46143916726212847
529,cardiac,3,2.0,0.1,9,0.46592685922075877
530,cardiac,3,2.0,0.1,12,0.46565092873160224
531,cardiac,3,2.0,0.1,14,0.4653865583086795
532,cardiac,3,5.0,0.1,0,0.1869135328646839
533,cardiac,3,5.0,0.1,3,0.28374452214792767
534,cardiac,3,5.0,0.1,5,0.3910579202404262
535,cardiac,3,5.0,0.1,7,0.46143916726212847
536,cardiac,3,5.0,0.1,9,0.46592685922075877
537,cardiac,3,5.0,0.1,12,0.46565092873160224
538,cardiac,3,5.0,0.1,14,0.4653865583086795
539,cardiac,3,10.0,0.1,0,0.1869135328646839
540,cardiac,3,10.0,0.1,3,0.28374452214792767
541,cardiac,3,10.0,0.1,5,0.3910579202404262
542,cardiac,3,10.0,0.1,7,0.46143916726212847
543,cardiac,3,10.0,0.1,9,0.46592685922075877
544,cardiac,3,10.0,0.1,12,0.46565092873160224
545,cardiac,3,10.0,0.1,14,0.4653865583086795
546,cardiac,5,0.0,0.1,0,0.1869135328646839
547,cardiac,5,0.0,0.1,3,0.6675447773248978
548,cardiac,5,0.0,0.1,5,0.7574114962797962
549,cardiac,5,0.0,0.1,7,0.6352669751818419
550,cardiac,5,0.0,0.1,9,0.4887029350204753
551,cardiac,5,0.0,0.1,12,0.34119565002572927
552,cardiac,5,0.0,0.1,14,0.2756869383445312
553,cardiac,5,0.1,0.1,0,0.1869135328646839
554,cardiac,5,0.1,0.1,3,0.30675838566998426
555,cardiac,5,0.1,0.1,5,0.4491559782674052
556,cardiac,5,0.1,0.1,7,0.5453685189753235
557,cardiac,5,0.1,0.1,9,0.5510347559257873
558,cardiac,5,0.1,0.1,12,0.5517398894028258
559,cardiac,5,0.1,0.1,14,0.5516950194510969
560,cardiac,5,1.0,0.1,0,0.1869135328646839
561,cardiac,5,1.0,0.1,3,0.30675838566998426
562,cardiac,5,1.0,0.1,5,0.4491559782674052
563,cardiac,5,1.0,0.1,7,0.5453685189753235
564,cardiac,5,1.0,0.1,9,0.5510347559257873
565,cardiac,5,1.0,0.1,12,0.5517398894028258
566,cardiac,5,1.0,0.1,14,0.5516950194510969
567,cardiac,5,2.0,0.1,0,0.1869135328646839
568,cardiac,5,2.0,0.1,3,0.30675838566998426
569,cardiac,5,2.0,0.1,5,0.4491559782674052
570,cardiac,5,2.0,0.1,7,0.5453685189753235
571,cardiac,5,2.0,0.1,9,0.5510347559257873
572,cardiac,5,2.0,0.1,12,0.5517398894028258
573,cardiac,5,2.0,0.1,14,0.5516950194510969
574,cardiac,5,5.0,0.1,0,0.1869135328646839
575,cardiac,5,5.0,0.1,3,0.30675838566998426
576,cardiac,5,5.0,0.1,5,0.4491559782674052
577,cardiac,5,5.0,0.1,7,0.5453685189753235
578,cardiac,5,5.0,0.1,9,0.5510347559257873
579,cardiac,5,5.0,0.1,12,0.5517398894028258
580,cardiac,5,5.0,0.1,14,0.5516950194510969
581,cardiac,5,10.0,0.1,0,0.1869135328646839
582,cardiac,5,10.0,0.1,3,0.30675838566998426
583,cardiac,5,10.0,0.1,5,0.4491559782674052
584,cardiac,5,10.0,0.1,7,0.5453685189753235
585,cardiac,5,10.0,0.1,9,0.5510347559257873
586,cardiac,5,10.0,0.1,12,0.5517398894028258
587,cardiac,5,10.0,0.1,14,0.5516950194510969
588,cardiac,7,0.0,0.1,0,0.1869135328646839
589,cardiac,7,0.0,0.1,3,0.6675447773248978
590,cardiac,7,0.0,0.1,5,0.7574114962797962
591,cardiac,7,0.0,0.1,7,0.6352669751818419
592,cardiac,7,0.0,0.1,9,0.4887029350204753
593,cardiac,7,0.0,0.1,12,0.34119565002572927
594,cardiac,7,0.0,0.1,14,0.2756869383445312
595,cardiac,7,0.1,0.1,0,0.1869135328646839
596,cardiac,7,0.1,0.1,3,0.3207445837186306
597,cardiac,7,0.1,0.1,5,0.4808712222559114
598,cardiac,7,0.1,0.1,7,0.5756151050497135
599,cardiac,7,0.1,0.1,9,0.5783488273847525
600,cardiac,7,0.1,0.1,12,0.5790028500964675
601,cardiac,7,0.1,0.1,14,0.5789972550839818
602,cardiac,7,1.0,0.1,0,0.1869135328646839
603,cardiac,7,1.0,0.1,3,0.3207445837186306
604,cardiac,7,1.0,0.1,5,0.4808712222559114
605,cardiac,7,1.0,0.1,7,0.5756151050497135
606,cardiac,7,1.0,0.1,9,0.5783488273847525
607,cardiac,7,1.0,0.1,12,0.5790028500964675
608,cardiac,7,1.0,0.1,14,0.5789972550839818
609,cardiac,7,2.0,0.1,0,0.1869135328646839
610,cardiac,7,2.0,0.1,3,0.3207445837186306
611,cardiac,7,2.0,0.1,5,0.4808712222559114
612,cardiac,7,2.0,0.1,7,0.5756151050497135
613,cardiac,7,2.0,0.1,9,0.5783488273847525
614,cardiac,7,2.0,0.1,12,0.5790028500964675
615,cardiac,7,2.0,0.1,14,0.5789972550839818
616,cardiac,7,5.0,0.1,0,0.1869135328646839
617,cardiac,7,5.0,0.1,3,0.3207445837186306
618,cardiac,7,5.0,0.1,5,0.4808712222559114
619,cardiac,7,5.0,0.1,7,0.5756151050497135
620,cardiac,7,5.0,0.1,9,0.5783488273847525
621,cardiac,7,5.0,0.1,12,0.5790028500964675
622,cardiac,7,5.0,0.1,14,0.5789972550839818
623,cardiac,7,10.0,0.1,0,0.1869135328646839
624,cardiac,7,10.0,0.1,3,0.3207445837186306
625,cardiac,7,10.0,0.1,5,0.4808712222559114
626,cardiac,7,10.0,0.1,7,0.5756151050497135
627,cardiac,7,10.0,0.1,9,0.5783488273847525
628,cardiac,7,10.0,0.1,12,0.5790028500964675
629,cardiac,7,10.0,0.1,14,0.5789972550839818
