opt,name,kernal_size,lamda,sigma,dilation_level,fd
0  ,prostate,3          ,0.0   ,1000 ,5             ,0.8513409319307439
1  ,prostate,3          ,1e-05 ,1000 ,5             ,0.32317661746545095
2  ,prostate,3          ,0.0001,1000 ,5             ,0.3232348032752616
3  ,prostate,3          ,0.001 ,1000 ,5             ,0.323199288849262
4  ,prostate,3          ,0.005 ,1000 ,5             ,0.32317661746545095
5  ,prostate,3          ,0.01  ,1000 ,5             ,0.32317661746545095
