,tra_3d_dice_DSC1,tra_gc_dice_DSC1,tra_sz_dice_DSC1,val_2d_dice_DSC1,val_3d_dice_DSC1
0,0.022606056183576584,0.7957907915115356,2.658260547447333e-12,0.017706772312521935,0.021942246705293655
1,0.019804133102297783,0.7957906723022461,2.6582611979686366e-12,0.02626813016831875,0.012485991232097149
2,0.008918045088648796,0.7957906723022461,2.658260981128202e-12,0.021367328241467476,0.018337607383728027
3,0.005338048562407494,0.7957906723022461,2.6582607642877676e-12,0.030901344493031502,0.008219550363719463
4,0.005862177349627018,0.7957905530929565,2.6582607642877676e-12,0.05346831679344177,0.005311551038175821
5,0.0030626587104052305,0.7957907319068909,2.6582607642877676e-12,0.060213781893253326,0.0011562443105503917
6,0.0004514993925113231,0.7957907915115356,2.658260981128202e-12,0.0589047372341156,0.002963482402265072
7,2.1106781787239015e-05,0.7957907915115356,2.658260981128202e-12,0.059790026396512985,0.0005745405796915293
8,2.6582581622025536e-12,0.7957907915115356,2.6582603306068986e-12,0.061906132847070694,4.022371649625711e-05
9,2.6582607642877676e-12,0.7957906723022461,2.6582607642877676e-12,0.06188118830323219,2.282655618343621e-12
10,2.658260981128202e-12,0.7957907915115356,2.658260981128202e-12,0.06188118830323219,2.282655618343621e-12
11,2.658260547447333e-12,0.7957907319068909,2.658260547447333e-12,0.06188118830323219,2.282655618343621e-12
12,2.6582603306068986e-12,0.7957906126976013,2.6582603306068986e-12,0.06188118830323219,2.282655618343621e-12
13,2.658260981128202e-12,0.7957906723022461,2.658260981128202e-12,0.06188118830323219,2.282655618343621e-12
14,2.658260547447333e-12,0.7957907319068909,2.658260547447333e-12,0.06188118830323219,2.282655618343621e-12
15,2.6582607642877676e-12,0.7957906126976013,2.6582607642877676e-12,0.06188118830323219,2.282655618343621e-12
16,2.658260981128202e-12,0.7957906126976013,2.658260981128202e-12,0.06188118830323219,2.282655618343621e-12
17,2.6582607642877676e-12,0.7957905530929565,2.6582607642877676e-12,0.06188118830323219,2.282655618343621e-12
18,2.658260981128202e-12,0.7957906723022461,2.658260981128202e-12,0.06188118830323219,2.282655618343621e-12
19,2.658260981128202e-12,0.7957907319068909,2.658260981128202e-12,0.06188118830323219,2.282655618343621e-12
20,2.658260981128202e-12,0.7957906126976013,2.658260981128202e-12,0.06188118830323219,2.282655618343621e-12
