,tra_3d_dice_DSC1,tra_gc_dice_DSC1,tra_sz_dice_DSC1,val_2d_dice_DSC1,val_3d_dice_DSC1
0,0.019964594393968582,2.7721683455717017e-12,0.013618331402540207,0.029011862352490425,0.027360016480088234
1,0.017739370465278625,2.7721683455717017e-12,0.020809778943657875,0.029225358739495277,0.011969230137765408
2,0.0028848606161773205,2.772168562412136e-12,0.021751441061496735,0.07314050942659378,0.0018582046031951904
3,0.0002326630346942693,2.772168128731267e-12,0.026537323370575905,0.16342929005622864,5.3944491810398176e-05
4,1.9477201931294985e-05,2.772168128731267e-12,0.03201942518353462,0.1683168262243271,2.5148147453357694e-12
5,2.772165526646053e-12,2.7721683455717017e-12,0.04517228901386261,0.1757655292749405,1.3685508747585118e-05
6,2.7721683455717017e-12,2.7721683455717017e-12,0.07247911393642426,0.18316830694675446,2.515323236154665e-12
7,2.7721683455717017e-12,2.7721683455717017e-12,0.12773162126541138,0.18316830694675446,2.515323236154665e-12
8,2.7721683455717017e-12,2.7721683455717017e-12,0.18583166599273682,0.18316830694675446,2.515323236154665e-12
9,2.7721683455717017e-12,2.7721683455717017e-12,0.23124799132347107,0.18316830694675446,2.515323236154665e-12
10,2.772168128731267e-12,2.772168128731267e-12,0.2707786560058594,0.18316830694675446,2.515323236154665e-12
11,2.772168128731267e-12,2.772168128731267e-12,0.29388636350631714,0.18316830694675446,2.515323236154665e-12
12,2.772168128731267e-12,2.772168128731267e-12,0.3120023310184479,0.18316830694675446,2.515323236154665e-12
13,2.7721679118908327e-12,2.7721679118908327e-12,0.3267332911491394,0.18316830694675446,2.515323236154665e-12
14,2.7721679118908327e-12,2.7721679118908327e-12,0.346028208732605,0.18316830694675446,2.515323236154665e-12
15,2.7721679118908327e-12,2.7721679118908327e-12,0.36702337861061096,0.18316830694675446,2.515323236154665e-12
16,7.092351006576791e-05,2.772168128731267e-12,0.37456023693084717,0.16624416410923004,0.000861463719047606
17,0.0005219602026045322,2.7721683455717017e-12,0.3954548239707947,0.17594966292381287,0.0004103168030269444
18,0.0004897273611277342,2.7721683455717017e-12,0.39931797981262207,0.1638856679201126,0.0010834162821993232
19,0.0005951027269475162,2.7721683455717017e-12,0.40100306272506714,0.156410813331604,0.0010150206508114934
20,0.00046646606642752886,2.7721683455717017e-12,0.3798327147960663,0.16848358511924744,0.0003786476736422628
21,0.0006103636114858091,2.772168562412136e-12,0.42204129695892334,0.17341092228889465,0.0002981700818054378
22,0.0004910693969577551,2.7721683455717017e-12,0.41596588492393494,0.15634743869304657,0.000760831346269697
23,0.0005260009202174842,2.7721679118908327e-12,0.4131494164466858,0.15007899701595306,0.0030462380964308977
24,0.0005831054295413196,2.7721683455717017e-12,0.426384299993515,0.16138987243175507,0.001132387202233076
25,0.0006190077983774245,2.7721687792525707e-12,0.41444891691207886,0.1642664074897766,0.0018505825428292155
26,0.0007351842359639704,2.772168128731267e-12,0.4426763355731964,0.06593816727399826,0.009757389314472675
