,DSC1
0,0.018632886931300163
1,0.019712889567017555
2,0.01692943274974823
3,0.021457873284816742
4,0.04592380300164223
5,0.055391449481248856
6,0.08392643183469772
7,0.12674082815647125
8,0.20603901147842407
9,0.28740623593330383
10,0.3465147614479065
11,0.4097934663295746
12,0.4672366678714752
13,0.5088595151901245
14,0.5500093698501587
15,0.566051721572876
16,0.5709948539733887
17,0.6018664240837097
18,0.6973688006401062
19,0.7411318421363831
20,0.7808083295822144
21,0.8255520462989807
22,0.8482162356376648
23,0.8565727472305298
24,0.8640138506889343
25,0.8109025955200195
26,0.8394081592559814
27,0.8696811199188232
28,0.8829016089439392
29,0.8722550868988037
30,0.8381688594818115
31,0.8720076680183411
32,0.8832309246063232
33,0.9048334360122681
34,0.8977938890457153
35,0.9108585715293884
36,0.8288487792015076
37,0.8806244134902954
38,0.908820390701294
39,0.9215748906135559
40,0.9253143072128296
41,0.9270774722099304
42,0.9230466485023499
43,0.9132015109062195
44,0.8145713806152344
45,0.8934398293495178
46,0.9175319671630859
47,0.9219031929969788
48,0.924432098865509
49,0.927804708480835
50,0.9311391711235046
51,0.9292013049125671
52,0.8368963599205017
53,0.8561699986457825
54,0.9048641324043274
55,0.9157686233520508
56,0.9268748760223389
57,0.9302220940589905
58,0.9325054287910461
59,0.9332088828086853
60,0.9293364882469177
61,0.9281026721000671
62,0.9208581447601318
63,0.9227732419967651
64,0.8224135637283325
65,0.8730804324150085
66,0.9076899290084839
67,0.9181636571884155
68,0.9311107993125916
69,0.9339725375175476
70,0.9364818334579468
71,0.9372565150260925
72,0.9349722266197205
73,0.9355780482292175
74,0.9332227110862732
75,0.9355844259262085
76,0.9407423138618469
77,0.9467189908027649
78,0.9484080076217651
79,0.9495716691017151
80,0.950056254863739
81,0.9505175352096558
82,0.950867235660553
83,0.9506721496582031
84,0.9506320953369141
85,0.9502099752426147
86,0.9474236965179443
87,0.9011901617050171
88,0.9275307655334473
89,0.9429394602775574
90,0.9476737976074219
91,0.9497394561767578
92,0.9508048892021179
93,0.9515702724456787
94,0.9521911144256592
95,0.9527359008789062
96,0.9523609280586243
97,0.9524528384208679
98,0.9522011280059814
99,0.9509965181350708
100,0.9495734572410583
101,0.9482625126838684
102,0.9494330286979675
103,0.9502594470977783
104,0.9484817981719971
105,0.9483543038368225
106,0.9499151110649109
107,0.9501531720161438
108,0.9500621557235718
109,0.9496927261352539
110,0.949231743812561
111,0.948506772518158
112,0.949494481086731
113,0.9423732757568359
114,0.8635991811752319
115,0.9341084361076355
116,0.945305585861206
117,0.9494178295135498
118,0.9515488147735596
119,0.9527148008346558
120,0.9537773132324219
121,0.9543451070785522
122,0.9551518559455872
123,0.9551154971122742
124,0.9553267955780029
125,0.9545091390609741
126,0.9543411731719971
127,0.9527953267097473
128,0.9511892199516296
129,0.9503942131996155
130,0.9470834732055664
131,0.9482807517051697
132,0.9501089453697205
133,0.9514394402503967
134,0.9529651999473572
135,0.9445280432701111
136,0.9492612481117249
137,0.9512941837310791
138,0.9532105922698975
139,0.9527875781059265
140,0.9518149495124817
141,0.950032114982605
142,0.9528774619102478
143,0.9518052339553833
144,0.9525440335273743
145,0.9523929953575134
146,0.9523224830627441
147,0.9507758617401123
148,0.9514240026473999
149,0.9506354928016663
150,0.9513270854949951
151,0.9562747478485107
152,0.9586755037307739
153,0.9595499038696289
154,0.9599446654319763
155,0.9601354002952576
156,0.9604767560958862
157,0.9606258273124695
158,0.9608050584793091
159,0.9608997702598572
160,0.9611127972602844
161,0.9611403942108154
162,0.9611153602600098
163,0.9609856605529785
164,0.9609684348106384
165,0.9608297944068909
166,0.9609219431877136
167,0.9605889320373535
168,0.9607715606689453
169,0.9606359601020813
170,0.9609326720237732
171,0.9611787796020508
172,0.9608103036880493
173,0.9615325331687927
174,0.961677074432373
175,0.9611520767211914
176,0.9614578485488892
177,0.9619010090827942
178,0.9618192315101624
179,0.9615896344184875
180,0.9617568850517273
181,0.9620535969734192
182,0.9625115394592285
183,0.9627877473831177
184,0.9625828862190247
185,0.9625625610351562
186,0.9620208740234375
187,0.9626659154891968
188,0.9631138443946838
189,0.9623336791992188
190,0.9626563787460327
191,0.9622343182563782
192,0.9625059962272644
193,0.962958812713623
194,0.9634506106376648
195,0.9638245105743408
196,0.9643134474754333
197,0.9640697836875916
198,0.9638838171958923
199,0.9636256694793701
200,0.9631292223930359
201,0.9626937508583069
202,0.9633125066757202
203,0.963076651096344
204,0.964026689529419
205,0.9646406769752502
