,DSC1
0,0.024961108341813087
1,0.04776287451386452
2,0.11150956898927689
3,0.0885673388838768
4,0.04984259977936745
5,0.01076420582830906
6,0.000986928935162723
7,0.00043393607484176755
8,0.00025638157967478037
9,0.0001493096206104383
10,0.0001738189603202045
11,0.00014560273848474026
12,0.00019155483460053802
13,0.00017124709847848862
14,0.00020169363415334374
15,0.0003194537712261081
16,0.0003007151244673878
17,0.0007607526495121419
18,0.0008553597144782543
19,0.001546342857182026
20,0.00168290373403579
21,0.00143635633867234
22,0.002080541802570224
23,0.0022532090079039335
24,0.001979070482775569
25,0.0015805662842467427
26,0.0009927330538630486
27,0.001034596818499267
28,0.0006071533425711095
29,0.0013552614254876971
30,0.0006895863334648311
31,0.00020973871869500726
32,3.5325410863151774e-05
33,4.457664181245491e-05
34,0.00016598495130892843
35,0.00020866743579972535
36,7.752747478662059e-05
37,8.240605529863387e-05
38,0.0001271515357075259
39,9.576105367159471e-05
40,0.00021210098930168897
41,0.00041987840086221695
42,5.396000051405281e-05
43,1.1309387446090113e-05
44,2.6582594632451606e-12
45,1.6528283595107496e-06
46,2.658260981128202e-12
47,2.658260547447333e-12
48,2.658260981128202e-12
49,2.6582603306068986e-12
50,2.6582607642877676e-12
51,2.658260981128202e-12
52,2.6582603306068986e-12
53,2.350586555621703e-06
54,2.658260547447333e-12
55,2.6582603306068986e-12
56,2.6582607642877676e-12
57,2.4269982077385066e-06
58,1.5451469153049402e-05
59,1.2583614079630934e-06
60,0.00037740988773293793
61,0.0023904358968138695
62,0.5789142847061157
63,0.7594084143638611
64,0.7705523371696472
65,0.7722080945968628
66,0.7626310586929321
67,0.7780896425247192
68,0.7577323913574219
69,0.7677521705627441
70,0.7869210243225098
71,0.7857070565223694
72,0.7879806160926819
73,0.7534663081169128
74,0.7710804343223572
75,0.7920514345169067
76,0.7978256344795227
77,0.8042646050453186
78,0.8061606884002686
79,0.8048741221427917
80,0.8049722909927368
81,0.8070663213729858
82,0.8049296736717224
83,0.8083932399749756
84,0.8069109916687012
85,0.809295654296875
86,0.8095560073852539
87,0.809245765209198
88,0.8029162883758545
89,0.8057693243026733
90,0.8060576319694519
91,0.8077749609947205
92,0.8066232204437256
93,0.8070998191833496
94,0.8072015047073364
95,0.8074772953987122
96,0.8080464601516724
97,0.8074297904968262
98,0.8035278916358948
99,0.8084208965301514
100,0.807292640209198
101,0.8084897994995117
102,0.8092647790908813
103,0.8062214851379395
104,0.8081884980201721
105,0.8071379065513611
106,0.8100364804267883
107,0.806908905506134
108,0.809310257434845
109,0.812004804611206
110,0.808809757232666
111,0.8055161237716675
112,0.8095914721488953
113,0.8110150694847107
114,0.8100296258926392
115,0.8086493015289307
116,0.8112609386444092
117,0.8122971653938293
118,0.8121750950813293
119,0.8117681741714478
120,0.8117591142654419
121,0.8106183409690857
122,0.806574285030365
123,0.8131723403930664
124,0.8143675327301025
125,0.8148381114006042
126,0.8179980516433716
127,0.8136652708053589
128,0.8145803213119507
129,0.813542902469635
130,0.8109763264656067
131,0.8139687776565552
132,0.8128234148025513
133,0.8134207129478455
134,0.8105859756469727
135,0.8127756714820862
136,0.8136484026908875
137,0.8103141188621521
138,0.810643196105957
139,0.8136810064315796
140,0.8141602873802185
141,0.8128862977027893
142,0.8123015761375427
143,0.8114180564880371
144,0.8137342929840088
145,0.8146824836730957
146,0.8161134719848633
147,0.8092597723007202
148,0.8025519847869873
149,0.8090109825134277
150,0.8174815773963928
151,0.8171517848968506
152,0.8178975582122803
153,0.8179174065589905
154,0.816982090473175
155,0.8183340430259705
156,0.8177759051322937
157,0.8173527121543884
158,0.8170417547225952
159,0.8169792890548706
160,0.8177503943443298
161,0.8175755739212036
162,0.8174035549163818
163,0.8170844316482544
164,0.8169105648994446
165,0.8182210922241211
166,0.8164821863174438
167,0.816818118095398
168,0.8178036212921143
169,0.8175721168518066
170,0.8173786401748657
171,0.8159621953964233
172,0.8165115714073181
173,0.8169848322868347
174,0.8166761994361877
175,0.8166163563728333
176,0.8160190582275391
177,0.8173719048500061
178,0.8138883709907532
179,0.8164183497428894
180,0.8166912198066711
181,0.8172274231910706
182,0.8166090250015259
183,0.8166207671165466
184,0.8165751695632935
185,0.8157908916473389
186,0.8169649243354797
187,0.8176644444465637
188,0.815617024898529
189,0.8151389360427856
190,0.815691351890564
191,0.8148597478866577
192,0.8151646852493286
193,0.8150700926780701
194,0.815294623374939
195,0.8166491389274597
196,0.8160346746444702
197,0.8149819374084473
198,0.8143813014030457
199,0.8148682713508606
200,0.8157850503921509
201,0.8153093457221985
202,0.8156994581222534
203,0.8162272572517395
204,0.8153276443481445
205,0.815141499042511
206,0.8154085874557495
207,0.8149733543395996
