,DSC1
0,0.013618331402540207
1,0.020809778943657875
2,0.021751441061496735
3,0.026537323370575905
4,0.03201942518353462
5,0.04517228901386261
6,0.07247911393642426
7,0.12773162126541138
8,0.18583166599273682
9,0.23124799132347107
10,0.2707786560058594
11,0.29388636350631714
12,0.3120023310184479
13,0.3267332911491394
14,0.346028208732605
15,0.36702337861061096
16,0.37456023693084717
17,0.3954548239707947
18,0.39931797981262207
19,0.40100306272506714
20,0.3798327147960663
21,0.42204129695892334
22,0.41596588492393494
23,0.4131494164466858
24,0.426384299993515
25,0.41444891691207886
26,0.4426763355731964
27,0.4216575026512146
28,0.4366188049316406
29,0.4492492377758026
30,0.42932096123695374
31,0.4476414918899536
32,0.4493882656097412
33,0.4152173697948456
34,0.43886685371398926
35,0.46436479687690735
36,0.4743826687335968
37,0.46602609753608704
38,0.4840814471244812
39,0.47296303510665894
40,0.4641546308994293
41,0.49315062165260315
42,0.48305073380470276
43,0.5000208020210266
44,0.4786366820335388
45,0.49917468428611755
46,0.49995094537734985
47,0.5114648938179016
48,0.49949121475219727
49,0.4982296824455261
50,0.4987063705921173
51,0.502017080783844
52,0.5036025047302246
53,0.5124804377555847
54,0.5206241607666016
55,0.5055593252182007
56,0.51546710729599
57,0.5247930884361267
58,0.5319415926933289
59,0.5260111689567566
60,0.5373331904411316
61,0.547309160232544
62,0.5565068125724792
63,0.5467341542243958
64,0.5528776049613953
65,0.5676018595695496
66,0.5782687664031982
67,0.584872305393219
68,0.5725566148757935
69,0.5861904621124268
70,0.5858679413795471
71,0.5974173545837402
72,0.597775936126709
73,0.5951154828071594
74,0.595400333404541
75,0.6000141501426697
76,0.6096471548080444
77,0.6134506464004517
78,0.6126918196678162
79,0.6137046217918396
80,0.6164302229881287
81,0.6146530508995056
82,0.61586993932724
83,0.6165085434913635
84,0.61822509765625
85,0.6153542399406433
86,0.6164469718933105
87,0.6180652379989624
88,0.6180222630500793
89,0.6167408227920532
90,0.6164332628250122
91,0.6150073409080505
92,0.6188048720359802
93,0.6139756441116333
94,0.6143938899040222
95,0.613030195236206
96,0.614303708076477
97,0.6160439252853394
98,0.617089033126831
99,0.617253839969635
100,0.6180270314216614
101,0.6155611276626587
102,0.6173850297927856
103,0.6159116625785828
104,0.6150111556053162
105,0.6105672121047974
106,0.6216115355491638
107,0.6166840195655823
108,0.61558997631073
109,0.6163263320922852
110,0.6166812181472778
111,0.6141664385795593
112,0.6151779890060425
113,0.6160290241241455
114,0.6151888966560364
115,0.6158355474472046
116,0.6150200366973877
117,0.6170905232429504
118,0.6171483993530273
119,0.6143196821212769
120,0.6149768829345703
121,0.6184556484222412
122,0.6180683374404907
123,0.6194623112678528
124,0.615546703338623
125,0.6169068813323975
126,0.6168957352638245
127,0.6170951724052429
128,0.6174879670143127
129,0.6143916249275208
130,0.6191444993019104
131,0.6178404688835144
132,0.6182997226715088
133,0.6183127760887146
134,0.6194049715995789
135,0.6187126040458679
136,0.617813766002655
137,0.6145877838134766
138,0.6119545698165894
139,0.6140554547309875
140,0.6147918701171875
141,0.6161093711853027
142,0.6162466406822205
143,0.6157376170158386
144,0.6173717975616455
145,0.6199114322662354
146,0.6200841069221497
147,0.6175108551979065
148,0.6219699382781982
149,0.6225706338882446
150,0.6219649910926819
151,0.6216809749603271
152,0.6221332550048828
153,0.6213316917419434
154,0.6209244728088379
155,0.6211802959442139
156,0.6214922070503235
157,0.6220369338989258
158,0.6214930415153503
159,0.6225444078445435
160,0.6230055689811707
161,0.621881902217865
162,0.6224879622459412
163,0.6227543354034424
164,0.6235701441764832
165,0.6241984367370605
166,0.623532772064209
167,0.6236804127693176
168,0.6232552528381348
169,0.6235799789428711
170,0.6236669421195984
171,0.624019980430603
172,0.6239753365516663
173,0.6231065392494202
174,0.6230561137199402
175,0.6220791339874268
176,0.6233214735984802
177,0.6234709620475769
178,0.6240694522857666
179,0.6222435235977173
180,0.6233878135681152
181,0.6234357953071594
182,0.6225299835205078
183,0.623114287853241
184,0.6235653162002563
185,0.6221866011619568
186,0.6230083703994751
187,0.6236570477485657
188,0.6214779615402222
189,0.62104731798172
190,0.6219043135643005
191,0.6226271390914917
192,0.6222175359725952
193,0.6224966645240784
194,0.6229445338249207
195,0.6213298439979553
196,0.6219041347503662
197,0.6229382753372192
198,0.6214950680732727
199,0.6206045150756836
200,0.621326744556427
201,0.6213901042938232
202,0.6227008104324341
203,0.6215594410896301
204,0.6232128739356995
205,0.6216647028923035
206,0.6215594410896301
207,0.6223431825637817
208,0.6223435997962952
209,0.6197235584259033
210,0.621304988861084
211,0.6219120621681213
212,0.6223800778388977
213,0.6217826008796692
214,0.6219745874404907
215,0.6216609477996826
216,0.6211614012718201
217,0.6227262616157532
218,0.6218550205230713
219,0.6230534911155701
220,0.622836172580719
221,0.6217492818832397
222,0.6216092705726624
223,0.6226134300231934
224,0.622634768486023
225,0.6220138669013977
226,0.6227639317512512
227,0.6225139498710632
228,0.6225450038909912
229,0.622300386428833
230,0.6224684119224548
231,0.6224302053451538
232,0.6223809719085693
233,0.622253954410553
234,0.6222136616706848
235,0.6221747994422913
236,0.6225054860115051
237,0.6225653886795044
238,0.6222818493843079
239,0.6230723857879639
240,0.6224697828292847
241,0.6228060126304626
242,0.6222293376922607
243,0.6224851608276367
244,0.6224707961082458
245,0.622383177280426
246,0.6224913597106934
247,0.6221547722816467
248,0.6226654648780823
249,0.6225771903991699
250,0.6224915385246277
251,0.6227802038192749
252,0.6225444078445435
253,0.6220400929450989
254,0.6220001578330994
255,0.6224137544631958
256,0.6221646070480347
257,0.6222450137138367
258,0.6221928596496582
259,0.6225572824478149
260,0.6223269701004028
261,0.6219062805175781
262,0.6224175095558167
263,0.6229763031005859
264,0.6222173571586609
265,0.6226826906204224
266,0.6226296424865723
267,0.6229526400566101
268,0.6228469014167786
269,0.6225790977478027
270,0.6227830052375793
271,0.6226842999458313
272,0.6224159002304077
273,0.6227571964263916
274,0.6230716109275818
275,0.6226629018783569
276,0.6231766939163208
277,0.622604250907898
278,0.6233490705490112
279,0.622650146484375
280,0.6226738095283508
281,0.622830867767334
282,0.6225889325141907
283,0.6226584315299988
284,0.6226270198822021
285,0.6227651834487915
286,0.6227743625640869
287,0.622810423374176
288,0.6225699782371521
289,0.6227325797080994
290,0.6231447458267212
291,0.6225544810295105
292,0.6230854392051697
293,0.6226146221160889
294,0.6226527094841003
295,0.6225470900535583
296,0.622504711151123
297,0.622330367565155
298,0.6228903532028198
299,0.6223981380462646
