,tra_3d_dice_DSC1,tra_gc_dice_DSC1,tra_sz_dice_DSC1,val_2d_dice_DSC1,val_3d_dice_DSC1
0,0.025851426646113396,0.0,0.0,0.011266754008829594,0.004530865699052811
1,0.0003956345608457923,0.0,0.0,0.18316830694675446,2.515218068543934e-12
2,2.771746590926605e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
3,2.7718851519642485e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
4,2.772145794166514e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
5,3.4830018194043078e-06,0.0,0.0,0.18316830694675446,2.515323236154665e-12
6,3.787741661653854e-05,0.0,0.0,0.18081876635551453,0.00026853635790757835
7,0.00011037774675060064,0.0,0.0,0.178486630320549,0.0005574863753281534
8,0.00017638385179452598,0.0,0.0,0.18071015179157257,3.449931682553142e-05
9,7.121414910216117e-06,0.0,0.0,0.18317435681819916,1.2209146916575264e-05
10,1.670192546043836e-06,0.0,0.0,0.1831716001033783,7.0571645665040705e-06
11,2.7721683455717017e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
12,2.7721683455717017e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
13,2.772168562412136e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
14,2.772168562412136e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
15,2.7721683455717017e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
16,2.7721683455717017e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
17,2.7721683455717017e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
18,2.7721683455717017e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
19,2.772168128731267e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
20,2.772168128731267e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
21,2.772168562412136e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
22,2.7721683455717017e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
23,2.7721551183051973e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
24,2.772168128731267e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
25,2.7721683455717017e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
26,2.772168128731267e-12,0.0,0.0,0.18316830694675446,2.515323236154665e-12
27,2.0166439753666054e-06,0.0,0.0,0.18316830694675446,2.515323236154665e-12
